folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor
1960051002,1,8,10,2,23, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,2,6,3, ,1,4, ,1500, , ,3, ,5,02,1, , ,3,2,1,1,1,2,2,2,2,1,2,2,2,2,5,2,3,1,190310000,000-0,4,2,303,0049030,61
1960051003,1,8,10,3,20, ,1,2,1,2,1,1,1,2,1,2,2,0,0,2,1,0,6,3, ,4,4, ,800, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,190310000,000-0,4,2,303,0049030,61
1960051004,1,8,10,2,36, ,1,2,2,3,7, ,1,2,1,2,1,0,0,2,1,0,4,3, ,1,4, ,1500, , ,1,2,5,01,1, , ,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,190310000,000-0,4,2,303,0049030,61
1960051005,1,8,03,2, ,1,2, ,1,1,6, ,1,1,2,2,0,1,0,2,1,1,0,1,2,3,2, ,1500, , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,4,2,2,1,190310000,000-0,4,2,303,0049030,61
1960051006,1,8,10,2,1, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,3,4,3, ,1,3, ,1000,2000,1,3, ,&,01,1, , ,3,1,1,1,2,1,2,2,2,1,2,2,2,2,5,4,1,1,190310000,000-0,4,2,303,0049030,61
1960051207,1,8,10,3,29, ,1,2,3,5,1,1,1,1,1,2,2,0,0,1,1,4,5,3, ,1,4, ,1200, , ,3, ,5,01,1,02,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,8,5,3,1,190310000,000-0,4,2,303,0049030,61
1960051209,1,8,10,2,6, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,4, ,1200, , ,1,1,5,01,1,02,1,3,2,1,1,2,2,2,2,2,1,2,1,2,2,5,3,2,1,190310000,000-0,4,2,303,0049030,61
1960051210,1,8,10,2,25, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,5,0,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,4,1,3,1,190310000,000-0,4,2,303,0049030,61
1960051211,1,8,10,2,12, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,1,2,3, ,1,2, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,190310000,000-0,4,2,303,0049030,61
1960051212,1,8,10,2,16, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,1,5,3, ,1,4, ,1000, , ,3, ,5,01,1,02,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,4,3,1,1,190310000,000-0,4,2,303,0049030,61
1960051313,1,8,10,3,12, ,1,2,2,5,1,1,1,2,2,2,1,0,0,2,1,0,5,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,3,2,1,1,2,2,2,2,2,1,2,2,2,2,4,3,1,1,190310000,000-0,4,2,303,0049030,61
1960051314,1,8,10,3,16, ,1,2,1,3,1,1,1,2,1,2,2,0,0,1,1,1,6,3, ,1,2, ,2000, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,190310000,000-0,4,2,303,0049030,61
1960051315,1,8,10,2,19, ,1,2,2,3,1,1,1,2,2,2,1,0,0,1,1,4,1,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,190310000,000-0,4,2,303,0049030,61
1960051316,1,8,10,2,10, ,1,2,2,4,1,1,1,2,1,2,0,1,1,1,1,1,8,3, ,1,4, ,1500, , ,2, ,5,01,1,02,1,3,2,1,1,2,2,2,2,2,1,2,2,2,2,6,4,2,1,190310000,000-0,4,2,303,0049030,61
1960051317,1,8,10,2,14, ,1,2,2,4,1,1,1,2,1,2,1,1,0,1,1,0,8,3, ,1,4, ,2000, , ,3, ,5,02,1, , ,3,2,1,1,2,2,2,2,2,1,2,2,2,2,5,4,1,1,190310000,000-0,4,2,303,0049030,61
1960051318,1,8,10,3,14, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,2,10,3, ,1,4, ,1400, , ,4, , ,02,1, , ,2,1,1,1,2,2,2,2,2,1,2,2,1,2,5,3,2,1,190310000,000-0,4,2,303,0049030,61
1960051419,1,8,03,2,10, ,1,2,2,3,1,1,1,2,2,2,1,0,0,1,1,5,0,3, ,1,3, ,1500,1300,1,1,1,4,01,1, , ,3,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,190310000,000-0,4,2,303,0049030,61
1960051421,1,8,10,2,40, ,1,2,2,4,6, ,1,2,2,2,0,1,0,2,1,0,4,3, ,1,4, ,800, , ,4, , ,01,1, , ,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,190310000,000-0,4,2,303,0049030,61
1960051422,1,8,10,2,18, ,1,2,2,4,6, ,1,2,2,2,1,0,0,2,1,7,0,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,3,1,2,1,2,2,1,2,2,2,2,2,2,2,7,4,3,1,190310000,000-0,4,2,303,0049030,61
1960051423,1,8,10,3,25, ,1,2,1,5,1,1,1,2,1,2,1,0,0,2,1,0,6,3, ,1,4, ,1000, , ,2, ,5,02,1, , ,3,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,190310000,000-0,4,2,303,0049030,61
1960051424,1,8,10,2,30, ,1,2,2,3,7, ,1,2,3,2,1,0,0,5,1,0,5,3, ,4,4, ,1000, , ,3, ,5,01,1, , ,3,1,1,1,1,2,1,2,2,1,1,2,2,2,3,1,2,1,190310000,000-0,4,2,303,0049030,61
1960055501,1,8,10,2,15, ,1,2,1,4,1,1,1,2,1,2,2,0,0,1,1,2,5,3, ,1,4, ,800, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,0,1,190310000,000-0,4,2,303,0049040,57
1960055502,1,8,10,2,8, ,1,2,1,5,1,1,1,2,1,1,1,1,0,1,1,0,20,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,190310000,000-0,4,2,303,0049040,57
1960055503,1,8,10,2,18, ,1,2,2,5,1,1,1,2,1,2,1,1,0,1,1,0,15,3, ,1,2, ,2000, , , , , , , , , , ,2,1,1,2,2,2,2,1,1,2,2,2,2,6,4,2,1,190310000,000-0,4,2,303,0049040,57
1960055504,1,8,10,2,10, ,1,2,3,5,1,1,1,2,1,2,1,1,0,1,1,3,5,3, ,1,2, ,1500, , , , , , , , , , ,2,1,1,2,2,2,2,2,1,2,2,2,2,9,6,3,1,190310000,000-0,4,2,303,0049040,57
1960055505,1,8,10,3,3, ,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,3,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,1,190310000,000-0,4,2,303,0049040,57
1960055506,1,8,10,2,10, ,1,2,1,2,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,4, ,1500, , ,4, , ,02,1, , ,3,1,2,1,2,2,2,2,1,1,2,2,1,1,4,2,2,1,190310000,000-0,4,2,303,0049040,57
1960055607,1,6,03,2,14, ,1,1,2,2,2,1,1,1,3,2,0,1,0,5,1,2,2,3, ,1,4, ,800, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,190310000,000-0,4,2,303,0049040,57
1960055608,1,8,10,2, ,1,1,2,1,4,1,1,1,2,1,2,0,2,2,1,1,3,5,3, ,1,1,1000, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,190310000,000-0,4,2,303,0049040,57
1960055609,1,8,10,3,13, ,1,2,2,6,1,1,1,2,1,2,2,0,0,1,1,0,11,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,190310000,000-0,4,2,303,0049040,57
1960055610,1,8,10,3, ,1,1,2,2,7,1,1,1,2,1,2,1,0,0,2,1,2,6,3, ,1,3, ,1800,1372,2,1,1,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,190310000,000-0,4,2,303,0049040,57
1960055611,1,8,10,3,5, ,1,2,1,2,1,1,1,2,1,2,1,0,0,2,1,0,6,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,3,2,1,1,2,2,2,2,2,1,2,2,1,2,5,2,3,1,190310000,000-0,4,2,303,0049040,57
1960055612,1,8,10,2,10, ,1,2,3,4,1,1,1,2,2,2,0,1,0,1,1,3,3,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,4,3,1,1,190310000,000-0,4,2,303,0049040,57
1960055713,1,8,10,2,12, ,1,2,1,2,1,1,1,2,1,2,0,1,0,1,1,3,0,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,190310000,000-0,4,2,303,0049040,57
1960055714,1,8,10,3,7, ,1,2,3,6,1,1,1,2,1,2,3,0,0,1,1,0,12,3, ,1,4, ,1500, , ,2, ,5,01,1,02,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,190310000,000-0,4,2,303,0049040,57
1960055715,1,8,10,3,22, ,1,2,2,6,1,1,1,2,1,2,2,0,0,1,1,0,10,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,1,2,3,2,1,1,190310000,000-0,4,2,303,0049040,57
1960055716,1,8,10,2,5, ,1,1,2,2,1,1,1,2,2,2,0,1,0,1,1,1,3,3, ,1,4, ,1100, , ,3, ,5,01,1, , ,2,1,1,2,2,2,2,2,2,1,2,2,2,2,5,4,1,1,190310000,000-0,4,2,303,0049040,57
1960055717,1,8,10,2,3, ,1,2,2,4,1,1,1,2,1,2,2,0,0,1,1,8,0,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,190310000,000-0,4,2,303,0049040,57
1960055718,1,8,10,2,18, ,1,2,2,3,1,1,1,2,1,2,1,1,0,1,1,2,4,3, ,1,2, ,1200, , , , , , , , , , ,2,1,1,2,2,2,2,2,1,2,2,1,2,4,1,3,1,190310000,000-0,4,2,303,0049040,57
1960055819,1,8,10,2,11, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,0,15,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,2,1,1,2,2,2,2,1,1,2,2,2,2,4,2,2,1,190310000,000-0,4,2,303,0049040,57
1960055821,1,8,10,3,10, ,1,2,3,7,1,1,1,2,1,2,1,0,0,1,1,0,9,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,2,1,1,1,2,2,2,2,2,1,2,2,1,2,6,2,4,1,190310000,000-0,4,2,303,0049040,57
1960055822,1,8,10,3,20, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,1,4, ,500, , ,3, ,5,01,1, , ,3,1,1,1,1,2,2,2,2,1,2,2,2,2,5,3,2,1,190310000,000-0,4,2,303,0049040,57
1960055823,1,8,10,3,25, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,0,9,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,1,2,7,3,4,1,190310000,000-0,4,2,303,0049040,57
1960055824,1,8,03,2,8, ,1,2,3,5,2,1,1,2,2,2,1,0,0,2,1,1,5,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,3,2,2,1,2,2,2,2,2,1,2,2,2,2,5,3,2,1,190310000,000-0,4,2,303,0049040,57
1960060007,1,8,03,2,13, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,6,0,3, ,1,4, ,1000, , ,3, ,5,02,1, , ,3,2,1,1,2,2,2,2,2,1,2,2,1,2,5,2,3,1,190340000,000-0,4,2,303,0049050,86
1960060008,1,8,10,2,17, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,7,2,3, ,1,4, ,3000, , ,2, ,5,02,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,1,1,6,2,4,1,190340000,000-0,4,2,303,0049050,86
1960060009,1,8,10,2,1, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,1,1300, , ,1, , , , , , , , ,2,2,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,190340000,000-0,4,2,303,0049050,86
1960060010,1,6,03,2,18, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,7,3,4,1,190340000,000-0,4,2,303,0049050,86
1960060011,1,8,10,3,5, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,1,3, ,1500,1600,1,3, ,1,01,1, , ,3,2,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,190340000,000-0,4,2,303,0049050,86
1960060012,1,8,10,2,30, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,2, ,1500, , , , , , , , , , ,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,190340000,000-0,4,2,303,0049050,86
1960060213,1,8,10,2,40, ,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,0,1,190340000,000-0,4,2,303,0049050,86
1960060214,1,8,10,2,10, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,2, ,200, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,2,2,2,4,2,2,1,190340000,000-0,4,2,303,0049050,86
1960060215,1,1,02,3,1, ,2, ,2,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,1,1,190340000,000-0,4,2,303,0049050,86
1960060216,1,8,10,2,20, ,1,2,4,5,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,4, ,2500, , ,3, ,5,01,1,02,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,4,1,3,1,190340000,000-0,4,2,303,0049050,86
1960060217,1,8,10,2,10, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,4, ,1200, , ,2, ,1,01,1, , ,1,2,1,1,2,2,2,2,2,1,2,2,1,2,4,3,1,1,190340000,000-0,4,2,303,0049050,86
1960060218,1,8,10,2,11, ,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,0,5,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,3,2,1,190340000,000-0,4,2,303,0049050,86
1960060319,1,8,10,2,10, ,1,2,1,2,1,1,1,2,1,2,1,0,0,1,1,0,3,3, ,1,4, ,1300, , ,3, ,5,01,1,02,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,190340000,000-0,4,2,303,0049050,86
1960060320,1,8,10,3,4, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,2,2,3, ,1,4, ,1500, , ,2, ,5,01,1,02,1,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,190340000,000-0,4,2,303,0049050,86
1960060321,1,8,10,3,14, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,4, ,1500, , ,3, ,5,02,1, , ,3,2,1,1,2,2,2,2,1,1,2,2,2,2,5,3,2,1,190340000,000-0,4,2,303,0049050,86
1960060322,1,8,10,2,3, ,1,2,3,4,1,1,1,2,1,2,1,1,0,1,1,6,0,3, ,1,4, ,1500, , ,3, ,5,02,1, , ,1,2,1,1,2,2,2,2,2,1,2,2,2,2,8,2,6,1,190340000,000-0,4,2,303,0049050,86
1960060324,1,8,10,2, ,1,1,2,1,2,1,1,1,2,1,2,1,0,0,1,1,0,3,3, ,1,1,900, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,0,1,190340000,000-0,4,2,303,0049050,86
1960060901,1,6,03,2,5, ,1,2,2,3,1,1,1,1,1,2,0,1,1,1,1,0,3,3, ,1,4, ,1000, , ,3, ,5,02,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,7,3,4,1,190340000,000-0,4,2,303,0049050,86
1960060902,1,8,10,2,1, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,1,4,3, ,1,2, ,1200, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,190340000,000-0,4,2,303,0049050,86
1960060903,1,8,10,2,17, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,3,3,3, ,1,4, ,1700, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,1,190340000,000-0,4,2,303,0049050,86
1960060904,1,8,10,2,10, ,1,2,3,4,1,1,1,2,1,2,2,0,0,1,1,2,3,3, ,1,4, ,2000, , ,3, ,5,01,1, , ,1,2,1,1,2,2,2,2,2,1,2,2,2,2,4,1,3,1,190340000,000-0,4,2,303,0049050,86
1960060905,1,8,10,2,16, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,4, ,1300, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,1,2,2,4,2,2,1,190340000,000-0,4,2,303,0049050,86
1960060906,1,8,10,2,27, ,1,2,2,8,1,1,1,2,1,2,1,0,0,1,1,1,9,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,2,190340000,000-0,4,2,303,0049050,86
1960066401,1,8,10,2,30, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,2,3,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,1,2,1,2,2,1,2,2,2,2,3,2,1,1,190410000,000-0,4,2,303,0049060,71
1960066402,1,8,10,2,45, ,1,2,1,4,1,1,1,1,1,2,0,1,1,1,1,0,2,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,0,1,190410000,000-0,4,2,303,0049060,71
1960066403,1,8,10,2,39, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,8,0,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,2,1,1,2,2,2,2,2,1,2,2,1,2,7,2,5,1,190410000,000-0,4,2,303,0049060,71
1960066404,1,8,10,2,20, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,4,0,3, ,1,2, ,2500, , , , , , , , , , ,2,1,1,2,2,2,2,2,1,2,2,1,2,4,3,1,1,190410000,000-0,4,2,303,0049060,71
1960066405,1,8,03,2,36, ,1,2,1,2,2,1,1,2,2,2,0,1,1,1,1,4,0,3, ,1,2, ,1000, , , , , , , , , , ,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,190410000,000-0,4,2,303,0049060,71
1960066406,1,8,10,3,20, ,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,4,0,3, ,1,4, ,2000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,0,1,190410000,000-0,4,2,303,0049060,71
1960066508,1,8,10,3,18, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,4, ,3000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,1,2,2,5,2,3,1,190410000,000-0,4,2,303,0049060,71
1960066509,1,8,10,2, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,5,2,3, ,1,4, ,2500, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,1,2,5,3,2,1,190410000,000-0,4,2,303,0049060,71
1960066511,1,8,10,2,35, ,1,2,1,2,2,1,1,2,1,2,1,0,0,1,1,1,2,3, ,1,4, ,1200, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,1,2,1,190410000,000-0,4,2,303,0049060,71
1960066613,1,6,03,1,5, ,1,2,1,4,2,1,1,2,2,2,0,1,0,2,1,5,0,3, ,4,4, ,800, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,190410000,000-0,4,2,303,0049060,71
1960066614,1,6,03,1,10, ,1,1,1,1,3, ,1,2,3,2,0,1,0,2,1,1,1,1,2,4,4, ,1200, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,190410000,000-0,4,2,303,0049060,71
1960066615,1,6,03,2,15, ,1,1,1,1,2,1,1,1,2,2,1,0,0,2,1,1,0,3, ,1,2, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,2,2,2,2,1,2,5,3,2,1,190410000,000-0,4,2,303,0049060,71
1960066719,1,8,10,3,10, ,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,3, ,2000,2400,1,1,2,2,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,1,1,4,2,2,1,190410000,000-0,4,2,303,0049060,71
1960066720,1,8,10,2,9, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,10,4, ,1,3, ,1500,2800,1,1,2,1,01,1, , ,1,2,1,1,2,2,2,2,1,1,2,2,1,2,5,3,2,1,190410000,000-0,4,2,303,0049060,71
1960066721,1,8,10,3,9, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,6,4, ,1,3, ,1200,2000,1,1,2,1,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,5,3,2,1,190410000,000-0,4,2,303,0049060,71
1960066722,1,8,10,3,5, ,1,2,2,6,1,1,1,2,1,2,1,1,0,1,1,0,8,3, ,1,3, ,2000,2400,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,1,1,5,3,2,1,190410000,000-0,4,2,303,0049060,71
1960066723,1,8,10,2,9, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,3, ,2500,2150,1,1,2,1,01,1, , ,1,2,1,1,1,2,2,2,2,1,2,2,1,2,4,1,3,1,190410000,000-0,4,2,303,0049060,71
1960066724,1,8,10,2,8, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,3, ,1800,1600,1,1,2,1,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,1,2,5,1,4,1,190410000,000-0,4,2,303,0049060,71
1960068013,1,8,10,2,5, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,1,1200, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,1,2,2,5,4,1,1,190410000,000-0,4,2,303,0049070,88
1960068014,1,8,10,2, ,1,1,2,2,4,1,1,2, , , , , , ,1,2,1,6,4, ,1,1,1200, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,190410000,000-0,4,2,303,0049070,88
1960068015,1,8,10,2,8, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,4, ,1,2, ,1500, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,1,1,3,1,2,1,190410000,000-0,4,2,303,0049070,88
1960068016,1,8,10,3,8, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,4, ,1,3, ,2500,2400,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,190410000,000-0,4,2,303,0049070,88
1960068017,1,8,10,2,9, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,7,4, ,1,3, ,1000,580,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,1,190410000,000-0,4,2,303,0049070,88
1960068018,1,8,10,2,8, ,1,2,2,4,1,1,1,1,1,2,1,0,0,1,1,0,8,4, ,1,3, ,1000,1200,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,4,3,1,1,190410000,000-0,4,2,303,0049070,88
1960068219,1,8,10,3,8, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,0,11,4, ,1,3, ,2500,2500,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,1,1,5,4,1,1,190410000,000-0,4,2,303,0049070,88
1960068220,1,8,10,2,8, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,3,5,4, ,1,3, ,1800,1000,1,1,2,1,01,1,02,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,5,4,1,1,190410000,000-0,4,2,303,0049070,88
1960068221,1,8,10,2, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,1,1000, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,1,1,1,1,4,2,2,1,190410000,000-0,4,2,303,0049070,88
1960068222,1,8,10,2,8, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,1,7,4, ,1,3, ,1200,1520,1,1,2,1,01,1,02,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,4,1,3,1,190410000,000-0,4,2,303,0049070,88
1960068223,1,8,10,2,9, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,3,4,4, ,1,3, ,1200,1720,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,0,1,190410000,000-0,4,2,303,0049070,88
1960068224,1,8,10,2,7, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,3,2,3, ,1,2, ,1300, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,2,1,2,2,6,2,4,1,190410000,000-0,4,2,303,0049070,88
1960068801,1,8,10,2,1, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,2,1,5, ,1,1,1400, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,190410000,000-0,4,2,303,0049070,88
1960068802,1,8,10,2,1, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,3,2,3, ,1,1,1600, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,6,1,5,1,190410000,000-0,4,2,303,0049070,88
1960068803,1,8,10,2,8, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,1,5,4, ,1,3, ,1700,2400,1,1,2,1,01,1,02,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,4,2,2,1,190410000,000-0,4,2,303,0049070,88
