Número de registro o fila,Nombre de campo,Dato publicado,Dato nuevo,Estatus del cambio,Fecha de modificación,Observaciones del cambio
24567,factor,733,156,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24568,factor,733,859,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24569,factor,733,859,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24570,factor,733,859,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24571,factor,1227,859,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24572,factor,733,929,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24573,factor,768,929,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24574,factor,768,929,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24575,factor,768,984,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24576,factor,768,984,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24577,factor,768,984,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24578,factor,768,1019,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24579,factor,851,1019,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24580,factor,851,1019,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24581,factor,851,1019,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24582,factor,851,1019,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24583,factor,851,1019,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24584,factor,879,935,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24585,factor,879,935,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24586,factor,879,935,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24587,factor,895,935,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24588,factor,879,935,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24589,factor,879,935,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24590,factor,838,1520,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24591,factor,838,1520,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24592,factor,838,934,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24593,factor,838,934,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24594,factor,838,934,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24595,factor,838,1286,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24596,factor,654,1286,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24597,factor,654,1286,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24598,factor,654,1286,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
24599,factor,654,1094,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
